shopper_ID,county,group,event,event date
41325075,Alameda,C,card issued,10/7/19
98850899,Contra Costa,C,background check,9/19/19
61589051,Marin,C,application,9/13/19
97874510,Contra Costa,C,background check,10/6/19
29407044,Alameda,C,orientation,10/9/19
62851132,San Francisco,T,background check,9/4/19
68186628,Contra Costa,C,card issued,10/9/19
98665726,Contra Costa,C,application,9/22/19
61778370,San Francisco,T,background check,9/23/19
22095564,Santa Clara,C,orientation,10/26/19
52648581,Marin,T,background check,10/9/19
16596786,Santa Clara,T,card issued,10/12/19
75565097,San Francisco,C,first delivery complete,11/28/19
80472759,Contra Costa,C,first delivery complete,10/24/19
92435208,San Francisco,C,first delivery complete,10/28/19
80199567,Santa Clara,C,background check,9/14/19
16874630,San Mateo,T,card issued,10/15/19
67375943,Alameda,C,application,9/6/19
13839853,Contra Costa,T,background check,9/26/19
30142447,Santa Clara,C,background check,10/18/19
98031433,San Francisco,T,orientation,10/16/19
72587780,Marin,C,application,9/8/19
71755670,Marin,C,first delivery complete,10/17/19
24191388,Contra Costa,C,application,8/23/19
19467356,Marin,C,application,9/4/19
38926270,Contra Costa,C,first delivery complete,11/5/19
64803921,Contra Costa,C,application,9/8/19
25723754,Contra Costa,C,orientation,11/24/19
27568317,Santa Clara,C,first delivery complete,10/19/19
49298524,Alameda,C,application,9/15/19
81096224,San Mateo,T,application,9/5/19
51042149,Alameda,C,orientation,10/10/19
22356725,San Francisco,T,application,8/24/19
41408226,Marin,T,card issued,10/17/19
60210635,Contra Costa,C,orientation,11/15/19
20917418,San Mateo,T,orientation,9/27/19
52344324,Santa Clara,C,card issued,10/20/19
40391970,Contra Costa,T,card issued,10/9/19
63431880,Alameda,C,background check,9/27/19
33395966,Santa Clara,C,first delivery complete,11/23/19
54101355,San Francisco,T,background check,9/6/19
45168891,Contra Costa,C,application,9/2/19
45158357,San Francisco,T,card issued,10/14/19
16407274,Contra Costa,T,background check,9/8/19
44284166,Santa Clara,T,card issued,9/17/19
21216962,San Francisco,C,card issued,9/17/19
92691680,Contra Costa,C,card issued,10/8/19
84120539,Alameda,T,application,9/2/19
12037369,San Mateo,T,first delivery complete,11/11/19
72123268,San Mateo,C,application,9/1/19
50181467,Marin,C,background check,10/1/19
91783548,San Francisco,C,orientation,11/7/19
42210039,Alameda,C,application,9/6/19
80381363,San Mateo,T,application,8/31/19
15158525,Santa Clara,C,background check,9/19/19
82937103,Santa Clara,T,orientation,11/6/19
93973766,Contra Costa,T,background check,10/14/19
19376936,Alameda,T,orientation,11/14/19
95105453,Santa Clara,T,card issued,9/7/19
12591167,Marin,T,background check,8/25/19
75963491,Contra Costa,T,background check,9/20/19
29573922,Contra Costa,T,card issued,11/2/19
79065893,Alameda,C,background check,9/10/19
92407620,Alameda,T,application,9/22/19
19834087,San Francisco,C,background check,10/1/19
62312920,Alameda,T,background check,9/26/19
31792278,Contra Costa,C,background check,10/7/19
55769156,Contra Costa,C,card issued,10/30/19
83800536,Marin,C,application,9/18/19
91191970,Santa Clara,C,background check,9/27/19
78425705,Contra Costa,C,orientation,10/22/19
77891425,Santa Clara,C,orientation,10/12/19
90454979,San Francisco,T,background check,10/16/19
80534939,Santa Clara,T,card issued,9/20/19
84151825,Alameda,C,background check,9/20/19
42540980,Alameda,T,background check,9/14/19
78873914,San Mateo,T,application,9/7/19
29862908,Alameda,C,card issued,9/24/19
67528655,Contra Costa,C,first delivery complete,10/30/19
85849250,Contra Costa,T,application,9/21/19
10005484,Santa Clara,C,card issued,9/2/19
66244112,Contra Costa,T,application,8/27/19
91923819,Alameda,C,first delivery complete,10/18/19
48008645,Alameda,C,first delivery complete,11/27/19
51736107,Santa Clara,C,orientation,11/24/19
53470400,Alameda,C,application,9/11/19
41175683,Alameda,T,card issued,10/30/19
47580163,Alameda,C,application,9/21/19
78245766,San Francisco,T,orientation,10/11/19
24123915,Alameda,C,card issued,9/29/19
71823495,Santa Clara,C,application,9/19/19
28663402,Marin,C,first delivery complete,11/27/19
71825557,San Mateo,C,orientation,10/1/19
23276828,Contra Costa,T,application,8/23/19
83535255,San Mateo,T,card issued,9/25/19
23407944,Alameda,C,application,8/27/19
90771796,Santa Clara,C,background check,9/18/19
40830128,Alameda,T,first delivery complete,10/26/19
26435195,Alameda,C,application,9/22/19
70006720,San Francisco,C,application,8/31/19
13814001,Alameda,C,application,9/1/19
71648130,Marin,C,background check,8/31/19
52328605,Alameda,C,background check,9/22/19
70796072,San Mateo,T,application,8/23/19
42090130,Marin,C,orientation,9/29/19
28734056,San Francisco,C,background check,10/13/19
22423678,Alameda,C,first delivery complete,11/25/19
55715036,Alameda,T,first delivery complete,11/29/19
69859102,Marin,T,orientation,11/2/19
49802257,Santa Clara,T,application,9/15/19
31130282,Alameda,C,orientation,12/7/19
83279940,Alameda,T,background check,9/29/19
48428663,San Mateo,C,background check,10/3/19
29640242,Contra Costa,C,background check,10/20/19
90026136,Contra Costa,C,application,8/25/19
45475370,San Mateo,C,application,9/15/19
28282091,Contra Costa,T,background check,10/6/19
12172506,San Francisco,T,orientation,10/31/19
83082658,Santa Clara,C,card issued,10/10/19
96013947,Alameda,T,application,8/24/19
32074626,Contra Costa,T,background check,9/19/19
26744352,Contra Costa,T,application,8/29/19
55470650,Santa Clara,T,application,8/31/19
73065621,Contra Costa,T,card issued,9/20/19
45821876,Alameda,C,background check,10/2/19
76758349,Alameda,C,background check,8/26/19
64711881,San Mateo,T,orientation,10/26/19
21860836,Santa Clara,T,orientation,8/30/19
14181398,San Francisco,C,application,9/20/19
47796145,San Francisco,C,application,9/17/19
78538464,Alameda,C,orientation,9/28/19
43984446,Santa Clara,T,card issued,10/5/19
54340093,Contra Costa,C,card issued,10/17/19
19496660,Marin,T,background check,9/20/19
78705838,Marin,C,orientation,11/19/19
36185707,San Mateo,T,orientation,10/23/19
41187503,Marin,C,first delivery complete,10/31/19
68844705,San Francisco,C,background check,9/28/19
51420053,Santa Clara,C,application,9/6/19
94955908,Contra Costa,C,background check,9/3/19
38378010,Contra Costa,C,orientation,10/13/19
88576490,Marin,C,orientation,11/5/19
53667825,Santa Clara,T,background check,10/18/19
77177181,Marin,C,background check,9/24/19
87271275,San Mateo,C,orientation,11/2/19
65983838,San Mateo,C,application,9/2/19
87013043,San Mateo,T,first delivery complete,12/29/19
82362448,Alameda,T,card issued,10/11/19
75814861,Marin,C,application,9/9/19
18353207,Marin,C,first delivery complete,12/17/19
27861639,Contra Costa,C,application,9/21/19
45633416,Alameda,C,first delivery complete,10/18/19
10440745,Alameda,C,first delivery complete,11/28/19
56355638,Contra Costa,C,card issued,10/4/19
49469095,Santa Clara,T,background check,10/6/19
61679985,Santa Clara,C,background check,9/17/19
79630625,Santa Clara,T,application,9/18/19
26100810,Alameda,C,first delivery complete,11/6/19
39645563,Santa Clara,C,card issued,9/21/19
86892661,San Francisco,C,application,9/8/19
53738942,San Francisco,T,first delivery complete,12/15/19
11955181,San Francisco,T,application,9/5/19
32771450,Santa Clara,T,application,9/12/19
28039112,Santa Clara,C,application,9/12/19
14692215,Santa Clara,T,background check,9/27/19
86690674,San Mateo,T,application,8/24/19
44687048,Alameda,C,application,9/6/19
17989701,Marin,C,first delivery complete,11/29/19
93874291,San Francisco,C,application,8/28/19
98017055,Marin,C,application,9/12/19
88750936,Marin,C,background check,10/11/19
17483887,Alameda,C,application,9/1/19
90768439,San Francisco,T,card issued,10/24/19
42674023,Alameda,C,first delivery complete,11/17/19
58834570,Santa Clara,T,orientation,10/11/19
72279124,Alameda,C,card issued,10/14/19
51017126,Santa Clara,C,first delivery complete,12/7/19
13281247,Contra Costa,C,background check,9/11/19
37505059,Contra Costa,T,application,9/7/19
36055516,San Mateo,T,first delivery complete,12/10/19
94406731,Santa Clara,T,orientation,11/11/19
37882643,Santa Clara,C,first delivery complete,1/1/20
88878946,Santa Clara,C,background check,9/24/19
22967035,Santa Clara,T,orientation,10/13/19
91722547,Alameda,C,orientation,11/3/19
29261193,Contra Costa,C,first delivery complete,11/3/19
36880939,San Mateo,T,card issued,9/21/19
59334938,San Francisco,C,card issued,10/8/19
70730852,Contra Costa,C,background check,9/8/19
17340642,Alameda,C,background check,9/11/19
78711368,Alameda,C,background check,9/1/19
83535255,San Mateo,T,orientation,9/27/19
46978689,Marin,C,first delivery complete,11/9/19
92583692,Contra Costa,C,application,9/19/19
50669575,Contra Costa,T,application,9/20/19
83436540,Contra Costa,T,card issued,10/16/19
43538352,Contra Costa,T,orientation,9/27/19
35270616,Santa Clara,C,application,9/9/19
96625933,Marin,C,application,9/7/19
64293605,Santa Clara,C,orientation,10/26/19
42265915,San Mateo,T,background check,10/6/19
37860168,Marin,C,card issued,10/13/19
90498220,Marin,T,card issued,9/29/19
15663310,Santa Clara,C,application,8/28/19
51711634,Contra Costa,T,background check,9/8/19
26337062,Alameda,T,card issued,10/1/19
26870251,Marin,T,application,8/27/19
76725430,San Mateo,T,background check,9/22/19
97760466,San Francisco,T,background check,10/2/19
98898732,San Mateo,T,orientation,10/13/19
24245677,San Francisco,T,first delivery complete,11/19/19
36177469,Marin,T,background check,9/22/19
82466231,Marin,T,card issued,10/2/19
59001286,Marin,C,card issued,10/14/19
46331097,Marin,C,card issued,9/29/19
43212131,Alameda,T,orientation,10/31/19
78933677,Santa Clara,C,application,9/10/19
12959783,Marin,C,background check,10/1/19
86899521,Santa Clara,C,orientation,10/19/19
32284352,Alameda,C,background check,9/17/19
45909968,San Francisco,C,background check,10/9/19
23541708,Contra Costa,C,background check,10/19/19
30142718,San Francisco,T,application,9/8/19
22296548,San Francisco,C,application,9/14/19
68153439,Marin,C,first delivery complete,11/4/19
93973766,Contra Costa,T,application,9/22/19
36578600,Contra Costa,T,card issued,10/5/19
74323093,San Francisco,T,application,8/23/19
16535434,Alameda,T,application,9/6/19
83760702,Contra Costa,C,application,9/5/19
82240976,Santa Clara,C,orientation,9/12/19
79682707,Marin,C,background check,9/23/19
96155663,Alameda,C,orientation,10/23/19
65186907,Alameda,C,card issued,10/16/19
83387012,San Mateo,T,application,9/21/19
41008275,Contra Costa,T,application,8/28/19
26229539,Marin,C,application,9/18/19
42180635,Santa Clara,C,first delivery complete,11/18/19
37825185,Alameda,C,background check,10/8/19
85986585,Contra Costa,C,orientation,10/6/19
48739152,Alameda,C,first delivery complete,11/20/19
67667339,Alameda,C,background check,8/31/19
52830537,Contra Costa,C,background check,9/26/19
49121672,Alameda,C,application,9/3/19
76595877,Santa Clara,T,background check,9/19/19
36362982,Marin,T,first delivery complete,11/9/19
86245670,San Francisco,C,first delivery complete,11/19/19
56643683,San Francisco,T,card issued,9/18/19
60890660,Santa Clara,C,orientation,10/21/19
78432593,Marin,C,card issued,10/17/19
47934540,Santa Clara,C,background check,8/30/19
38053100,San Francisco,T,card issued,10/27/19
42927808,Alameda,C,orientation,11/10/19
19329437,Alameda,T,application,9/19/19
15404711,San Francisco,T,card issued,10/27/19
95955979,Santa Clara,C,orientation,10/18/19
49125790,Marin,C,background check,9/1/19
81020796,Santa Clara,C,background check,9/7/19
96335869,Contra Costa,C,application,8/27/19
47647461,Marin,C,application,9/10/19
82956434,San Mateo,T,first delivery complete,10/28/19
76522226,Alameda,C,card issued,9/28/19
95984000,Alameda,T,first delivery complete,11/23/19
89772824,Santa Clara,C,background check,10/9/19
76630026,Santa Clara,T,application,9/9/19
98115262,San Mateo,C,orientation,9/28/19
17808906,Santa Clara,T,background check,9/13/19
21948385,Contra Costa,C,orientation,10/12/19
26250888,Marin,C,background check,8/27/19
95067474,Marin,C,first delivery complete,11/5/19
50101782,Contra Costa,C,card issued,9/30/19
82745921,Santa Clara,C,card issued,10/1/19
17008903,Alameda,C,application,8/30/19
84549043,Santa Clara,T,orientation,10/12/19
19305634,San Francisco,T,card issued,9/19/19
13922812,San Mateo,T,card issued,10/31/19
41413861,Santa Clara,T,card issued,10/6/19
12196762,Contra Costa,C,application,9/8/19
37828666,Santa Clara,T,application,9/13/19
44363797,Marin,C,background check,9/17/19
94947946,Santa Clara,T,background check,9/24/19
84167496,Contra Costa,T,background check,9/16/19
16665663,Marin,C,orientation,10/15/19
28451554,Marin,T,orientation,11/6/19
82199915,Santa Clara,C,background check,9/8/19
77409597,Contra Costa,T,orientation,11/3/19
75145890,Contra Costa,C,orientation,9/24/19
51645260,San Francisco,T,orientation,11/1/19
63916035,Contra Costa,T,card issued,10/28/19
36678401,Contra Costa,C,application,9/5/19
45161022,San Francisco,T,application,9/1/19
46341118,Contra Costa,T,background check,10/21/19
36057069,San Mateo,C,application,9/2/19
24036213,Contra Costa,T,application,9/14/19
48739152,Alameda,C,application,8/23/19
61064676,Santa Clara,T,orientation,10/11/19
85855187,Alameda,T,first delivery complete,11/10/19
97399963,Marin,C,orientation,10/5/19
17742921,Contra Costa,T,background check,9/19/19
25193151,Contra Costa,T,background check,9/18/19
81180509,San Mateo,T,application,9/6/19
15064644,Marin,C,application,9/19/19
73065621,Contra Costa,T,application,9/1/19
36239641,Contra Costa,T,application,9/18/19
79997570,Marin,C,application,9/18/19
43930070,San Mateo,T,orientation,10/18/19
39937635,San Francisco,C,background check,9/30/19
59083574,San Mateo,T,first delivery complete,12/9/19
48608367,Contra Costa,C,application,9/6/19
57384870,San Mateo,C,background check,10/4/19
82950758,Marin,C,orientation,9/29/19
64951183,Alameda,C,orientation,10/25/19
85511098,Santa Clara,T,application,9/17/19
88652770,San Mateo,T,orientation,10/23/19
95773491,Alameda,C,first delivery complete,11/5/19
23729575,Contra Costa,T,background check,9/14/19
70081622,Contra Costa,C,first delivery complete,11/8/19
17368944,Santa Clara,C,background check,9/17/19
64147950,San Mateo,C,card issued,10/23/19
71244733,Santa Clara,C,card issued,9/25/19
49240759,Contra Costa,T,background check,10/5/19
34966483,Marin,C,background check,10/20/19
53683172,Marin,C,background check,9/18/19
31100085,Contra Costa,T,card issued,10/26/19
73449002,San Francisco,C,application,8/30/19
48878214,Marin,C,orientation,10/30/19
36925533,San Francisco,T,application,9/3/19
87192329,San Francisco,T,application,8/24/19
98620755,Marin,C,background check,9/29/19
15622239,Alameda,C,orientation,11/21/19
28663402,Marin,C,background check,10/9/19
67002344,Contra Costa,C,application,9/12/19
80975591,Marin,C,first delivery complete,11/12/19
62373133,San Francisco,C,background check,9/23/19
67646749,San Francisco,C,application,9/7/19
55092246,Contra Costa,C,orientation,11/18/19
30140706,Alameda,T,application,8/30/19
29434860,Marin,C,card issued,11/3/19
29275973,Alameda,T,application,9/12/19
67647706,Alameda,T,background check,9/20/19
79680113,Marin,C,background check,9/23/19
58181601,Santa Clara,T,orientation,10/14/19
56965047,Contra Costa,T,background check,10/11/19
72129169,Marin,C,application,9/11/19
19418704,Marin,C,orientation,9/26/19
76290079,Contra Costa,T,application,9/1/19
95512567,San Mateo,T,application,9/19/19
31608369,Contra Costa,C,application,8/26/19
17299943,Santa Clara,T,orientation,10/7/19
39819919,San Francisco,C,card issued,10/18/19
96283608,San Francisco,T,orientation,11/30/19
52571662,Contra Costa,C,orientation,9/13/19
53449552,San Mateo,T,card issued,10/19/19
52128950,Alameda,C,background check,9/20/19
37464701,Contra Costa,T,background check,9/8/19
50624890,San Francisco,T,background check,10/2/19
79031797,Alameda,T,application,8/26/19
16135216,Marin,C,application,8/28/19
21548527,Marin,C,orientation,11/11/19
12127345,San Mateo,T,orientation,10/27/19
17017771,San Francisco,C,application,9/18/19
23827253,Alameda,C,orientation,10/14/19
91691418,Marin,C,card issued,10/2/19
34359418,San Francisco,T,card issued,10/12/19
60461942,Alameda,C,first delivery complete,9/28/19
64711881,San Mateo,T,application,8/25/19
70992340,Alameda,T,background check,10/1/19
94227558,San Francisco,C,application,9/18/19
60299813,San Francisco,T,application,9/19/19
66149359,San Francisco,C,background check,9/22/19
30084359,Contra Costa,C,card issued,11/6/19
10438252,Santa Clara,T,orientation,10/5/19
80292578,Santa Clara,T,background check,10/6/19
10130820,Alameda,C,background check,9/26/19
43661082,San Francisco,T,orientation,10/19/19
35266377,San Francisco,T,card issued,10/15/19
57364007,San Francisco,T,background check,10/8/19
29798132,Contra Costa,C,background check,9/7/19
48649691,Alameda,C,application,9/12/19
36185707,San Mateo,T,card issued,10/9/19
49894862,San Francisco,T,background check,9/23/19
94008062,Alameda,C,background check,9/16/19
28481733,San Mateo,C,application,9/17/19
46821468,Marin,C,orientation,10/11/19
19091762,Santa Clara,C,background check,9/16/19
35945958,San Francisco,C,card issued,10/16/19
59783937,San Mateo,C,application,9/20/19
80226020,Contra Costa,C,card issued,10/19/19
76408860,San Mateo,T,application,9/1/19
18931103,Contra Costa,C,application,9/20/19
16629993,Marin,C,card issued,10/11/19
64581616,Contra Costa,C,background check,9/6/19
56737856,Marin,C,application,8/24/19
39096762,Alameda,C,first delivery complete,11/20/19
25342315,Marin,C,card issued,10/2/19
64883048,Alameda,C,application,9/5/19
86977752,San Francisco,C,orientation,10/16/19
73431274,San Francisco,C,background check,9/29/19
82074760,San Francisco,T,first delivery complete,10/27/19
49655689,Contra Costa,C,application,8/25/19
40288835,Marin,C,orientation,10/17/19
32714070,San Francisco,C,application,9/18/19
41432300,Alameda,C,background check,9/11/19
69010813,Alameda,C,orientation,10/8/19
86983345,Alameda,C,background check,9/12/19
76009427,San Francisco,C,application,9/7/19
86894238,Marin,C,card issued,9/13/19
79759069,Marin,C,card issued,10/13/19
96918868,Alameda,T,card issued,10/2/19
81051671,Santa Clara,C,background check,10/14/19
45804464,Marin,C,first delivery complete,11/13/19
42763940,Contra Costa,T,orientation,10/15/19
86004069,San Francisco,T,background check,9/24/19
29254955,Marin,C,orientation,11/8/19
64567073,Alameda,C,first delivery complete,10/11/19
83164467,Contra Costa,C,application,9/19/19
11937842,Marin,C,application,9/20/19
58990225,Santa Clara,T,card issued,9/27/19
22470309,Contra Costa,C,card issued,9/19/19
12045823,Santa Clara,C,application,8/26/19
51088239,Contra Costa,T,card issued,10/13/19
62569324,San Mateo,T,application,8/31/19
70320924,Contra Costa,T,first delivery complete,10/21/19
16704293,Alameda,C,orientation,11/27/19
96045923,Marin,C,first delivery complete,11/13/19
23261043,Marin,C,card issued,10/23/19
17255183,Marin,C,background check,10/7/19
89500238,Contra Costa,C,application,9/5/19
60402236,San Francisco,T,card issued,10/21/19
76108067,Contra Costa,C,background check,10/2/19
29350625,Contra Costa,C,orientation,10/27/19
29936261,Alameda,C,application,9/14/19
59028267,San Francisco,T,application,9/7/19
92374572,Marin,C,orientation,10/6/19
57083522,Marin,C,card issued,10/6/19
68850183,Alameda,T,card issued,11/4/19
18127677,Alameda,C,application,9/14/19
19552856,Contra Costa,C,card issued,10/15/19
27184996,San Francisco,T,application,8/24/19
74467116,Marin,C,application,9/16/19
68929081,Marin,C,background check,10/5/19
77001972,Santa Clara,T,card issued,10/1/19
44605398,Alameda,C,orientation,10/29/19
99461687,San Francisco,T,application,8/28/19
91493623,Marin,C,application,9/21/19
71884326,Alameda,C,orientation,10/31/19
43204611,Contra Costa,C,card issued,10/1/19
43927243,Marin,T,background check,9/19/19
99973130,Marin,T,card issued,9/17/19
86468572,San Francisco,T,first delivery complete,11/25/19
83951985,Alameda,C,card issued,10/19/19
12476185,San Francisco,T,orientation,11/8/19
61845280,Contra Costa,C,application,9/21/19
56856671,Santa Clara,T,background check,9/20/19
45403862,San Francisco,C,background check,9/29/19
64012061,San Francisco,C,application,8/24/19
78401468,Alameda,T,card issued,10/15/19
44278971,Alameda,T,card issued,10/3/19
51612458,Marin,C,background check,10/3/19
73107891,Contra Costa,C,application,9/19/19
14748788,San Francisco,T,card issued,9/26/19
81044050,Alameda,C,orientation,10/29/19
41446935,Santa Clara,C,application,9/13/19
12007774,Contra Costa,T,application,9/14/19
58991198,San Mateo,C,card issued,9/26/19
77177181,Marin,C,application,9/14/19
84377521,Alameda,T,first delivery complete,12/18/19
49454939,Santa Clara,T,background check,9/15/19
16796742,Contra Costa,T,application,8/30/19
45790301,San Mateo,T,application,9/19/19
19056056,Alameda,T,application,8/29/19
25494528,Alameda,C,card issued,10/26/19
81965570,Contra Costa,T,application,9/7/19
28148170,Alameda,C,application,9/2/19
14987366,Alameda,C,card issued,9/15/19
77322653,Contra Costa,C,application,9/12/19
69364707,San Mateo,T,application,9/13/19
35920656,Santa Clara,T,application,8/25/19
22233410,San Mateo,C,card issued,10/1/19
11065761,Alameda,T,card issued,9/1/19
45374670,Contra Costa,C,card issued,10/24/19
69531880,Contra Costa,T,card issued,10/27/19
43133622,Santa Clara,T,orientation,11/19/19
42342613,Alameda,C,first delivery complete,12/12/19
66583502,Marin,C,first delivery complete,10/16/19
30339415,Marin,C,card issued,10/4/19
77257848,San Francisco,C,application,9/6/19
19445766,Alameda,C,application,9/20/19
35533440,San Mateo,T,card issued,9/18/19
99075241,Contra Costa,C,card issued,9/19/19
47010786,San Francisco,C,application,8/31/19
97622756,Marin,C,card issued,10/8/19
12272655,Contra Costa,C,background check,9/20/19
50049334,San Francisco,T,card issued,10/23/19
58280824,Contra Costa,C,background check,9/17/19
23377211,Alameda,C,orientation,10/8/19
82069185,Marin,T,background check,9/25/19
64951183,Alameda,C,background check,9/29/19
48278410,Contra Costa,C,card issued,9/26/19
52086713,San Mateo,T,application,9/17/19
62252428,Contra Costa,C,card issued,9/28/19
78711368,Alameda,C,orientation,10/1/19
40307196,San Mateo,C,first delivery complete,10/2/19
97489146,Santa Clara,T,card issued,9/30/19
58733298,Santa Clara,C,application,9/4/19
11996350,Santa Clara,C,first delivery complete,12/6/19
42713578,Contra Costa,T,application,9/16/19
28039112,Santa Clara,C,card issued,10/12/19
82975269,Marin,C,orientation,10/23/19
95822690,Marin,T,background check,9/6/19
29247140,Alameda,T,application,9/4/19
22826752,Contra Costa,C,background check,10/14/19
12746266,Santa Clara,T,card issued,10/23/19
40938115,Marin,T,card issued,10/18/19
29275973,Alameda,T,background check,9/30/19
38389309,San Francisco,T,first delivery complete,11/10/19
69773169,Marin,C,background check,9/18/19
41352361,Alameda,C,first delivery complete,11/17/19
71045359,Marin,C,card issued,9/23/19
30539546,Alameda,T,orientation,11/15/19
67247173,San Francisco,T,application,9/22/19
56565723,Santa Clara,C,orientation,10/7/19
93897988,San Mateo,T,background check,9/24/19
25947592,Alameda,C,background check,10/12/19
59429930,San Francisco,C,background check,9/12/19
85282415,Santa Clara,C,orientation,10/1/19
94861075,Santa Clara,T,orientation,10/30/19
23844478,San Francisco,T,background check,8/30/19
45475370,San Mateo,C,card issued,10/9/19
71157332,Contra Costa,C,application,9/17/19
79007615,Marin,C,first delivery complete,10/26/19
76586185,Contra Costa,T,background check,10/17/19
11765223,Contra Costa,T,application,9/19/19
93898669,Marin,C,orientation,11/13/19
15912338,Alameda,C,orientation,10/24/19
70320924,Contra Costa,T,background check,9/16/19
94091955,Santa Clara,T,first delivery complete,12/6/19
89412425,Contra Costa,T,orientation,11/13/19
45414873,San Francisco,T,background check,8/30/19
45387008,Contra Costa,T,card issued,10/23/19
32887605,Contra Costa,C,card issued,10/19/19
57583979,San Francisco,T,application,9/20/19
26632636,Marin,C,first delivery complete,10/7/19
69736416,Contra Costa,C,application,9/13/19
34875806,Alameda,C,application,9/13/19
30639417,Contra Costa,C,application,9/17/19
20404923,Marin,C,application,8/27/19
51204731,Marin,C,first delivery complete,10/21/19
20673979,Marin,C,orientation,10/22/19
33643531,Alameda,T,card issued,9/12/19
28609225,Santa Clara,C,application,9/9/19
40745662,San Mateo,T,application,9/14/19
36217846,Santa Clara,T,card issued,10/7/19
69483966,Alameda,C,application,9/21/19
76939555,Alameda,C,orientation,11/7/19
70689177,Santa Clara,C,application,9/8/19
96885737,Contra Costa,T,background check,10/13/19
44319509,Santa Clara,T,application,9/12/19
39735268,Contra Costa,C,application,9/4/19
54311369,Contra Costa,C,application,9/9/19
10438252,Santa Clara,T,application,9/6/19
57713906,San Francisco,C,application,9/10/19
16843129,San Francisco,T,application,9/12/19
51380457,Santa Clara,C,background check,10/12/19
81359926,Contra Costa,C,application,8/29/19
68829665,Marin,C,background check,9/23/19
97874510,Contra Costa,C,orientation,11/23/19
86916291,San Mateo,C,card issued,10/9/19
65716603,Alameda,C,application,9/13/19
70418278,Alameda,C,application,8/31/19
65495361,Santa Clara,C,application,8/23/19
23251991,San Mateo,T,first delivery complete,10/3/19
34041792,Santa Clara,T,application,9/11/19
58542882,Contra Costa,C,background check,10/1/19
22320214,Contra Costa,C,background check,9/23/19
68075375,Alameda,C,card issued,10/2/19
54021762,Alameda,C,card issued,9/21/19
31882776,Contra Costa,C,application,8/25/19
86937890,Marin,C,first delivery complete,11/20/19
17348952,San Francisco,C,background check,10/7/19
22843237,Alameda,T,background check,9/26/19
11671459,San Francisco,T,application,8/23/19
80143226,Marin,C,application,9/11/19
33670833,Marin,C,background check,9/23/19
31257635,Contra Costa,C,background check,9/16/19
64122839,Marin,C,card issued,10/2/19
35120293,Alameda,T,card issued,10/4/19
24446471,Contra Costa,T,background check,9/3/19
11543662,Contra Costa,T,background check,9/14/19
39342838,San Francisco,T,orientation,11/13/19
31193637,San Mateo,C,background check,10/9/19
45374670,Contra Costa,C,orientation,11/3/19
12502487,San Francisco,C,application,9/5/19
11301142,Santa Clara,T,card issued,9/27/19
63899027,Alameda,C,orientation,9/25/19
36880939,San Mateo,T,application,8/29/19
83339050,Marin,T,application,8/27/19
40872522,Marin,T,background check,9/8/19
59783937,San Mateo,C,orientation,10/27/19
12044993,San Mateo,T,application,9/11/19
57953534,San Mateo,T,card issued,10/7/19
87556328,San Francisco,T,application,9/3/19
16843129,San Francisco,T,card issued,10/19/19
17370590,Alameda,C,card issued,10/6/19
99605719,Marin,C,first delivery complete,10/28/19
96767947,San Mateo,C,card issued,10/11/19
93897988,San Mateo,T,application,9/17/19
61067500,Contra Costa,C,background check,10/13/19
47431889,Contra Costa,T,application,9/5/19
15123246,Santa Clara,C,application,9/17/19
88455080,San Francisco,T,application,9/14/19
94400431,Contra Costa,T,background check,9/27/19
16519070,Alameda,C,background check,9/8/19
95463605,Alameda,C,background check,9/26/19
93991784,Alameda,C,card issued,8/27/19
32597980,Santa Clara,C,first delivery complete,10/15/19
99439568,Santa Clara,C,background check,9/13/19
99193556,Marin,C,card issued,9/11/19
22168676,Contra Costa,C,background check,9/11/19
40430215,Santa Clara,C,card issued,9/16/19
41499344,Marin,C,first delivery complete,11/21/19
38173221,Santa Clara,C,first delivery complete,11/16/19
95570814,Contra Costa,C,background check,9/17/19
40651044,Alameda,T,background check,10/10/19
11170029,Marin,C,application,9/7/19
31637841,Alameda,C,first delivery complete,11/10/19
59085338,Alameda,C,orientation,10/27/19
87453293,Alameda,T,application,9/9/19
32014360,Santa Clara,C,orientation,10/3/19
48193161,Alameda,C,card issued,10/13/19
52271524,Contra Costa,T,application,8/26/19
81231276,Contra Costa,T,orientation,10/4/19
15208020,Marin,C,first delivery complete,11/16/19
38862664,San Mateo,C,card issued,10/28/19
85617989,Alameda,C,application,8/31/19
70409420,Alameda,T,first delivery complete,10/21/19
62942848,Contra Costa,C,background check,9/21/19
73545880,San Francisco,C,application,9/18/19
46856979,San Francisco,C,background check,9/23/19
11817407,Santa Clara,C,application,9/9/19
62506636,San Francisco,T,application,8/23/19
97575964,San Mateo,T,first delivery complete,10/17/19
38781608,Contra Costa,C,application,9/9/19
87160277,Contra Costa,C,background check,9/15/19
43075990,Santa Clara,T,application,9/18/19
58809591,Alameda,C,card issued,9/20/19
21804611,Alameda,C,card issued,10/19/19
90430835,Contra Costa,T,background check,9/13/19
80963261,Marin,C,background check,9/27/19
65167063,San Mateo,C,card issued,10/10/19
83253811,Contra Costa,C,card issued,10/13/19
87200383,Contra Costa,T,card issued,10/7/19
10851647,Alameda,T,card issued,8/26/19
97099919,Contra Costa,T,background check,9/4/19
35586589,Marin,T,card issued,10/23/19
